timestamp;cycle_id;type;action;ticket;price;lot;sl;tp;pnl;exit_reason;spread;atr;rsi;comment
2026.08.12 04:17:15;1786445835;main;open;118864764;4407.51;0.03;4422.51;4385.01;0.00;;36;4.73;61.7;SELL OCO
2026.08.12 04:17:15;1786445835;hedge;open;118865007;4410.74;0.05;4407.74;0.00;0.00;;36;4.73;61.7;HedgePend BUY_STOP
2026.08.12 04:23:05;1786445835;main;close;118864764;4405.31;0.03;4405.53;4385.01;6.60;tiered_profit_trail;33;4.46;57.3;
2026.08.12 04:30:29;1786445836;main;open;118867404;4406.96;0.03;4418.96;4384.46;0.00;;36;4.30;59.9;SELL OCO
2026.08.12 04:30:29;1786445836;hedge;open;118867982;4410.08;0.05;4407.08;0.00;0.00;;33;4.30;60.0;HedgePend BUY_STOP
2026.08.12 04:41:11;1786445836;main;close;118867404;4404.48;0.03;4404.48;4384.46;7.44;broker_side_close(sl_or_tp_hit);37;4.15;54.8;[sl]
2026.08.12 05:20:41;1786445837;main;open;118876244;4397.33;0.04;4385.33;4419.83;0.00;;36;2.63;42.5;BUY OCO
2026.08.12 05:20:42;1786445837;hedge;open;118877307;4394.09;0.05;4397.09;0.00;0.00;;36;2.63;42.5;HedgePend SELL_STOP
2026.08.12 05:35:02;1786445837;main;close;118876244;4398.84;0.04;4398.84;4419.83;6.04;broker_side_close(sl_or_tp_hit);36;2.35;46.2;[sl]
2026.08.12 05:54:06;1786445838;main;open;118884038;4400.00;0.03;4415.00;4377.50;0.00;;36;2.45;49.3;SELL OCO
2026.08.12 05:54:06;1786445838;hedge;open;118884615;4403.43;0.05;4400.43;0.00;0.00;;36;2.45;49.3;HedgePend BUY_STOP
2026.08.12 06:08:19;1786445838;hedge;close;118884615;4403.33;0.05;4400.43;0.00;-0.50;hedge_reversal_giveback_cap;36;2.50;57.0;EA_Breakout_OCO_V7_1 HedgePend
2026.08.12 06:11:20;1786445838;main;close;118884038;4405.02;0.03;4415.00;4377.50;-15.06;time_loss_exit;36;2.53;59.6;
2026.08.12 06:18:32;1786445839;main;open;118890086;4397.12;0.03;4412.12;4374.62;0.00;;36;2.75;43.3;SELL OCO
2026.08.12 06:18:32;1786445839;hedge;open;118890479;4400.62;0.05;4397.62;0.00;0.00;;36;2.75;43.1;HedgePend BUY_STOP
2026.08.12 06:22:40;1786445839;main;close;118890086;4395.04;0.03;4395.32;4374.62;6.24;tiered_profit_trail;36;2.86;38.9;
2026.08.12 06:29:02;1786445840;main;open;118893900;4393.30;0.03;4408.30;4370.80;0.00;;37;3.01;37.2;SELL OCO
2026.08.12 06:29:02;1786445840;hedge;open;118894472;4396.81;0.05;4393.81;0.00;0.00;;36;3.01;37.4;HedgePend BUY_STOP
2026.08.12 06:30:06;1786445840;main;close;118893900;4390.99;0.03;4390.99;4370.80;6.93;failsafe_reconcile;33;3.14;33.4;[sl]
2026.08.12 06:35:22;1786445841;main;open;118897290;4392.84;0.04;4380.84;4415.34;0.00;;36;3.45;36.1;BUY OCO
2026.08.12 06:35:23;1786445841;hedge;open;118897407;4389.55;0.05;4392.55;0.00;0.00;;36;3.45;36.2;HedgePend SELL_STOP
2026.08.12 06:36:32;1786445841;main;close;118897290;4394.48;0.04;4394.48;4415.34;6.56;broker_side_close(sl_or_tp_hit);36;3.63;40.8;[sl]
2026.08.12 06:41:50;1786445842;main;open;118898987;4390.83;0.03;4405.83;4368.33;0.00;;36;3.71;34.7;SELL OCO
